IND1	IND2	IND3	IND4	IND5	IND6	IND7	IND8	IND9	IND10	IND11	IND12	IND13	IND14	IND15	IND16	IND17	IND18	IND19	IND20	IND21	IND22	IND23	IND24	IND25	IND26	IND27	IND28	IND29	IND30	IND31	IND32	IND33	IND34	IND35	IND36	IND37	IND38	IND39	IND40	
0.1154154	0.0838797	0.0957901	0.1738220	0.1226415	0.1683697	0.0647228	0.0268079	0.0738024	0.3485640	0.2233716	0.1751616	0.0322174	0.2007052	0.1483769	0.0950812	0.6231206	0.0682108	0.0619386	0.3765458	0.1465611	0.0551204	0.0226981	0.3062328	0.2549678	0.2450781	0.0304650	0.1286439	0.0836221	0.0674071	0.1827329	0.2179830	0.0632814	0.0445934	0.3304940	0.0517098	0.1594395	0.1530292	0.2705626	0.0583440	
0.8231525	0.6872187	0.9502144	0.9098005	0.9446721	0.7098909	0.7790359	0.8422549	0.7690815	0.7322795	1.0953791	1.1902993	0.9737880	0.4502750	1.0425630	0.6919402	0.6672329	1.0141448	1.0494627	0.8505208	0.9058948	1.1880262	0.8007626	0.8622329	0.8571918	1.1933721	1.0494326	0.8546045	0.8297305	0.8494317	0.9779744	0.7178655	1.3363234	0.9415322	0.8033376	1.0944185	0.6626720	0.8146462	1.0860376	1.0746487	
0.7535340	0.7965224	0.4454303	0.9190556	1.0400518	0.9074581	1.6527784	1.1009065	1.4522033	1.0114658	0.2311803	0.5084858	0.7017998	0.9145874	1.1558921	0.7285979	1.3671760	0.4549757	1.3827363	0.7206707	0.5878594	0.5835943	0.8069390	0.8193192	0.6666624	0.2680207	0.9913667	1.4330814	1.1883960	0.4405901	0.4564143	0.5194981	0.6138778	0.4334538	0.6235955	0.6970759	0.8377056	0.5333267	0.2852223	0.5511871	
0.7378805	0.7857435	0.8325949	0.9857355	0.8736984	1.0458540	1.1625148	0.8167665	1.0523640	1.2190734	0.8597292	1.1156999	0.8661038	0.9962853	0.9087476	1.0183871	1.2610914	1.0885967	0.7821182	1.0593934	1.0502649	1.0935607	1.3238305	1.1863638	0.9070759	1.1284259	1.4301959	0.8984461	0.9306249	1.3268682	0.8679933	1.1091540	0.8206236	0.9651701	1.3078807	0.9482972	1.1715372	0.6824900	1.1052048	1.2726673	
0.8409634	1.0972329	0.9807471	0.7860824	1.1186742	1.3361876	0.9500885	1.3468247	1.0088159	0.9460632	0.7325840	0.8474741	0.8172216	1.0228736	0.9194945	0.8599056	1.1855626	0.9597020	0.9942526	0.8375402	0.8720269	0.8318440	1.0375337	1.2387211	0.9022180	1.0385460	0.7584162	0.9108714	0.8126188	0.9295152	1.3592249	1.0168786	1.0771091	0.9758466	1.2796595	1.2360527	1.1566534	0.8425246	1.1328507	1.2655422	
0.6226469	1.0687375	0.8604549	0.8306940	0.8051475	0.7321313	0.8960395	0.9228894	0.7300872	0.8297155	0.9302756	0.4160508	1.0880220	0.7814091	0.6402018	0.6308956	0.9364849	0.7470864	1.1018122	0.4904090	0.5966846	1.1857443	0.8488891	0.6408023	0.5143738	0.8249359	0.9744263	0.6763958	0.9363256	0.8151642	1.0796481	0.7040490	1.2150521	0.9695460	0.7900805	1.1752734	0.6436277	0.7549653	0.8117818	0.8970157	
0.7007348	0.4813357	0.7429067	0.7531037	0.4228290	0.6453607	0.4684245	0.8181035	0.5844424	0.6925645	0.4705201	0.3967293	0.5742915	0.9276273	0.2367357	0.4494759	0.9021685	0.6960792	0.7219655	0.5332339	0.5730072	0.8572233	0.9646925	0.4056725	0.7726154	0.5733270	0.9819722	0.5368664	0.8809136	0.8702362	1.0033329	0.3291506	1.0072928	0.8215254	0.5000667	0.9926534	0.9388198	0.5571171	1.1663060	0.6565235	
2.4455888	2.0239211	1.6398361	1.6005824	0.9635300	1.3536427	1.8339522	1.1777570	0.5243601	1.5784751	1.9157109	0.8489953	1.2748764	1.0225605	1.5536420	1.3819251	1.7158383	3.1613031	0.9965814	1.1920969	1.3451528	0.8461329	1.3928929	1.4018112	1.0486415	1.2312494	1.1929617	1.7047925	1.2600109	1.2158425	1.1537480	0.8887177	1.1189586	2.5966641	1.2006184	1.8369901	0.8166076	1.0069757	1.0170042	1.1713677	
1.3962759	1.3332056	1.4007158	1.7687222	1.2632918	1.5026213	1.6155373	2.1159809	1.2834869	2.4135789	1.6956243	2.1189128	1.4106338	1.4410642	1.1448766	1.3361937	1.5917176	1.8136275	1.1029015	1.5317580	1.1240378	1.0977943	1.4178223	1.6325378	1.5053043	1.5310911	1.7901786	1.3600287	0.9150576	1.8265857	0.9733348	1.2788496	1.4336204	2.1935180	1.2236627	1.3470111	2.0727861	1.6934993	1.3121022	1.2978967	
0.4949207	0.5032343	0.4277492	0.4562406	1.1710790	0.5466904	0.5491112	0.6253669	0.9966326	0.4704317	0.3284769	0.8035335	0.5859692	0.5811271	0.4624943	0.8178827	0.7738048	0.2048032	1.0232659	0.5731199	0.6938499	0.6046373	0.5045830	0.5712904	0.4509101	0.5334766	0.6989196	0.3971720	0.6019450	0.6553954	0.8025554	0.5144105	0.8974457	0.3840145	0.5998751	0.3315266	0.6190731	0.8158893	0.4306839	0.4128553	
0.5508780	0.1457994	0.1482102	0.1851303	0.4263769	0.2655348	0.2491606	0.1318458	0.4344491	0.0759393	0.3194978	0.2688090	0.2061780	0.1832860	0.2479593	0.3307729	0.2707986	0.1683604	0.0578009	0.1802643	0.0905155	0.2535332	0.1285290	0.1548599	0.2316744	0.0701606	0.0745269	0.3134453	0.1272920	0.1881746	0.1939429	0.3403185	0.3433737	0.1202751	0.1380902	0.0302218	0.4209495	0.1398798	0.1691070	0.0599817	
1.6804540	2.1778396	1.1352172	2.4000351	1.5698165	1.0229310	2.0483363	2.2998316	0.6325382	0.7122774	1.4810661	0.3311224	1.5788675	2.1655217	0.1356244	2.4292151	2.1799308	1.3325116	0.5590076	1.5609567	1.7169805	0.2472333	1.5022471	0.1309455	1.4965236	0.3464848	1.0486260	2.2716604	0.8523953	2.3184591	2.3512642	2.0845658	0.1338330	1.4231771	1.9211455	2.0678396	0.9061093	2.1504549	1.4906356	1.0943825	
1.9262037	1.0048551	1.3548257	1.7230691	1.7373741	0.7919382	1.6266234	0.6399230	1.2965568	0.7378902	1.3729401	1.0868656	1.4437854	1.4853144	1.0900302	0.9705596	1.8203567	1.5252839	0.8930892	1.0462451	2.0823215	1.3125579	1.3069998	1.1901503	1.1389959	0.9837230	1.8762644	1.3785595	0.6964729	1.6615073	1.0760553	0.7431888	1.2788158	0.9651594	1.1807726	1.3001490	0.8124585	1.0421641	0.7834737	0.7479105	
1.5634115	1.9621983	1.1661862	1.7214997	1.2010380	1.5080397	1.1924107	1.5097554	1.0213024	2.1258437	1.9105477	1.7572257	1.4624678	1.2286117	2.2014957	1.5467223	2.1297742	1.4413615	1.1210085	1.8743994	1.0254923	0.9909087	1.0664927	1.6680454	1.8719122	0.8956758	2.2016146	2.0326042	1.3568773	1.3322253	1.2287467	1.5067239	1.3092609	1.8278046	1.5629638	1.7388411	1.7873926	1.0837623	1.4635865	1.5296779	
1.1037566	1.6204782	0.9814162	0.9684156	1.5823534	1.1505483	0.9815908	1.6749847	0.9936886	1.2687114	1.6671513	1.0339525	1.1196063	0.9370264	1.0186289	0.8591469	1.7577791	1.3209499	1.2158962	1.3704031	1.1355914	1.1192862	1.1667125	1.2553656	1.0645948	1.3442974	1.7405376	1.2485132	0.9327142	2.1030962	1.1249624	1.2840864	0.9510598	1.2199773	1.2382044	0.9978836	1.0623804	1.0208223	1.5576669	1.2392570	
0.7533946	1.1412587	0.8124947	0.9660286	0.8762209	1.5782290	0.5038228	0.8043507	0.8599679	1.5193835	0.4578149	1.1600586	0.6597284	0.6436051	0.6976348	0.6430959	1.0321897	0.7086251	1.3234776	0.3381843	1.3146282	0.7923458	0.6272583	1.2320509	0.7354917	1.1374970	0.4527068	0.7167973	0.7552020	0.6305754	0.7257678	0.8576472	0.6910155	0.5570964	0.8823431	0.7860559	0.5463866	0.8761067	0.7104473	0.9278979	
0.6240865	1.1628444	0.8290079	0.8082765	0.8608308	0.9512653	0.9528601	0.8737067	0.9232418	0.7762546	0.8836113	1.2830407	1.1488546	1.0529328	0.8758742	0.8589341	1.0020146	0.9965546	0.8614410	1.0682496	1.0784635	1.1011124	1.3606969	0.8387974	1.0591364	1.2172725	1.0182935	1.0634253	1.2768156	0.8297186	0.9687976	1.0879366	0.8906701	0.9964376	1.1061052	1.0750542	1.1207773	0.7948306	0.9048440	0.9074481	
0.3098739	0.2908254	0.2980896	0.4211783	0.1609808	0.3355715	0.1771048	0.1015087	0.2722747	0.4235732	0.3786014	0.3724189	0.1567521	0.3584704	0.3617842	0.4119140	0.4630794	0.2064712	0.1627291	0.5734850	0.3373615	0.2319216	0.1355620	0.5182979	0.6069449	0.5440795	0.2061943	0.3431403	0.2306907	0.2291843	0.2282725	0.3757461	0.1839615	0.2057682	0.3540476	0.1418230	0.2997544	0.3798476	0.3104787	0.2722175	
0.7301419	1.6032044	0.0963136	0.3962597	1.2590620	0.4214427	0.0582973	0.1925086	0.7782172	1.0250054	0.6933847	0.5725099	0.6644292	1.0181416	0.2827856	1.7696560	1.6972182	0.3142283	1.3103144	0.9081316	1.5209254	0.6704006	0.1556808	0.5193564	0.6854004	0.7558924	0.2193850	2.3137745	0.2085728	0.2860554	0.3255028	1.4379164	0.9412055	0.2203626	0.8451386	0.5027838	0.1731140	0.6347304	0.8226438	0.3935481	
0.4574083	0.0260189	0.7779206	0.1605108	0.4687789	0.1706759	0.1249920	0.0316443	0.7006246	0.9460677	0.7795964	1.1202149	0.3204419	0.0412924	1.1298747	0.1764717	0.2925326	0.3487768	1.0724903	0.0446232	0.8982463	0.7347472	0.1779234	1.1498845	0.1179320	1.2542603	0.8698157	0.1477037	0.5171452	0.2700426	0.0427966	0.0609613	1.1435994	0.4548307	0.0319702	0.1008202	1.0402183	0.3151085	0.1014711	0.3613845	
1.1532581	0.9560481	0.9196359	1.0691813	0.9007672	0.8827326	0.9044753	0.8277092	1.0857991	0.9606498	1.0847175	0.9878344	0.9579423	0.9915363	0.9278792	1.0829217	1.0055299	1.3463989	0.9076369	0.9181131	0.8588257	0.8386685	1.2128178	0.7477027	1.0059151	0.6988095	1.2302223	0.9730286	1.2387059	1.0077271	1.2912167	0.7358402	1.0315080	0.9523203	0.8530137	1.0303154	1.2565509	1.0085238	0.8703578	0.9056093	
0.1048658	2.1906236	0.8265193	1.0069097	3.2795788	1.2004738	1.3547470	0.9197900	0.8589440	0.6251128	0.9840580	0.8766691	0.8184828	0.2436580	0.4837999	0.6956468	1.6056403	0.6228499	1.5255075	2.3047250	0.9227544	2.2473744	2.3174363	1.0564969	0.9085539	1.3732670	1.7224379	0.6836435	0.1104349	2.0259417	0.1089433	1.3365024	0.5362879	1.4663507	0.7731692	0.8194704	0.4667435	1.7384767	2.7463266	1.3575462	
0.5383645	1.1736886	0.2409885	0.9251642	1.3724095	0.6083872	1.4786379	0.8688589	0.4442994	0.2446152	1.1664834	0.3438885	0.5690624	1.1309977	0.4095727	1.4286468	0.4237577	0.2304352	0.1779306	1.4709798	1.0167261	0.2466935	0.5779346	0.4534063	0.9379380	0.7688625	0.5903711	1.8665790	0.4276046	0.6775954	0.8535310	1.3694576	0.0938790	0.6938205	0.5325418	0.4769733	0.4895059	0.3336919	0.8743657	0.7417594	
0.6496573	0.7809057	0.3205492	0.8571678	0.7314693	0.4448573	0.5727843	0.7531360	0.5040309	0.8311101	0.5576185	0.1408963	0.5202031	0.4841431	0.4433286	0.9652019	0.4824960	0.5735192	0.6530514	0.7725266	1.0817113	0.5946925	0.4876091	0.4289413	0.7627766	0.5688714	0.6319949	0.7977101	0.6571831	0.5106358	0.6956258	0.5271758	0.7290944	0.4588902	0.6390455	0.4247084	0.3276809	0.6644243	0.2356203	0.7982543	
0.2043441	0.4122471	1.4597643	0.2865882	0.1268286	1.1265398	0.3089492	0.0750414	1.2836978	1.1307610	0.1791747	1.5805167	0.5348895	0.1120229	1.8696677	0.3251146	0.6590574	1.2004445	1.4589285	0.2086397	0.1044348	1.7707771	0.3856272	2.1924842	0.4605457	1.3852004	1.2459845	0.2326338	0.9866589	0.3817109	0.2848630	0.4465519	2.4708423	0.4678536	0.7402265	0.1948716	1.6282295	0.6161851	0.9676246	0.8299840	
2.2522148	1.7601313	1.1136731	1.9936425	2.1715541	1.8702547	1.6884788	1.7263975	1.9617741	1.6903368	1.5064015	1.9934592	1.4390806	2.1112886	1.2288856	1.4669996	2.2067704	1.1662644	1.5958430	1.4864290	0.9829881	1.3180891	1.2354266	1.6075108	1.9232708	1.4322431	1.0995562	1.6897647	1.4452432	1.3469664	1.5575186	1.6766699	1.3240023	1.8863896	1.0664696	1.0726636	2.0333092	2.2574902	2.5217314	2.0066918	
0.2590101	0.7719897	0.3769959	0.6704156	0.4602730	0.5029154	0.6174366	0.6057282	0.5320473	0.5137862	0.5145614	0.5279548	0.5416237	0.4034017	0.4860908	0.6161920	0.6482611	0.4779887	0.8240050	0.2643376	0.2375684	0.4483603	0.2595729	0.3511014	0.3383132	0.3668691	0.3991328	0.5013874	0.5177616	0.2515191	0.3756828	0.3710843	0.6498730	0.4660706	0.5023689	0.2631980	0.6059574	0.6189638	0.3007680	0.4523683	
0.7688311	0.6376112	1.3207217	0.8880457	0.6657421	0.9840712	0.4077653	0.5563017	0.5910337	0.5038583	1.0021318	0.6872619	1.0748640	0.4592328	0.5424578	0.4117566	0.6213101	1.1333791	0.4367343	1.3254262	0.9967121	0.8564592	0.9097808	0.7815366	1.0007093	1.0310499	0.7800158	0.9121663	0.4012896	1.2858922	1.1747365	0.9768606	0.8913948	1.1608774	0.7580473	1.0165391	0.6745177	0.5668242	1.1077048	0.9767712	
0.2065611	0.2608230	0.1711413	0.2087615	0.4741129	0.5127990	0.6116072	0.6145442	0.2550550	0.5712652	0.4157432	0.3039947	0.1024560	0.7052273	0.0942619	0.3388696	0.6022477	0.4386283	0.2717574	0.3061765	0.3038192	0.0667203	0.3258521	0.2307895	0.0924208	0.0858181	0.0914917	0.3899335	0.0970732	0.3826754	0.3280659	0.6412796	0.0892567	0.2218433	0.4352686	0.1080418	0.6495200	0.1183285	0.6802015	0.2046024	
0.4122889	1.5330227	0.3954825	0.6332482	0.5457094	0.5784157	0.6490529	1.0584743	0.6718147	1.1261212	0.8866439	0.4832806	0.3437141	0.6236056	0.6534010	0.8685768	1.0541465	0.7551086	0.3145179	0.8159643	0.4191085	0.4930649	0.3243321	1.2789273	0.7342001	0.2403094	0.9618885	0.7608078	0.3232746	0.5389402	0.4301689	0.4373960	0.2299550	0.5249127	1.2077309	0.3807752	1.2533509	0.9238578	0.4670231	0.4886759	
0.4553241	0.7118456	0.2912048	0.4453901	0.4958609	0.5016598	0.4744098	0.7122814	0.1938189	0.2233014	0.6604143	0.1643550	0.3754596	0.5918802	0.1263107	0.7399275	0.4620325	0.3588897	0.2228509	0.6799101	0.7087040	0.1593630	0.4689980	0.0938255	0.5248781	0.2894517	0.2468186	0.6743289	0.3426051	0.7876145	0.4937382	0.6142095	0.0990919	0.4526512	0.6827652	0.5151571	0.2550945	0.7304035	0.2550375	0.2859380	
0.5746352	0.4542791	0.5585441	0.6791227	1.0928633	0.7390789	1.1371190	1.0617345	1.5607777	0.7564425	0.7065764	0.9359295	0.5864757	0.9802801	1.0081312	1.2247629	0.8482429	0.5486143	0.7580170	1.0056958	0.5942841	1.2069365	0.6096228	0.8959680	0.6308353	0.6969903	1.0435534	1.0601456	0.4986401	0.8521724	0.8782190	0.9359646	0.7319853	0.6246183	0.9205336	0.7470859	0.9239343	0.5878001	1.0266049	0.8169065	
0.8423021	0.6693013	0.7174191	0.9185488	0.8297217	0.5907891	1.0679879	0.6226501	0.7980212	0.7080433	0.8619792	1.0012788	0.8692719	0.9814414	1.3557489	0.9199456	1.0448843	0.7715466	0.6755197	0.9666616	0.6117555	0.9317764	0.7912011	0.9197700	0.5965756	0.8127137	0.8660242	0.8227492	0.8563849	0.7475915	0.6480486	0.9666941	0.8341416	0.7277690	1.2215127	0.5215023	1.4060197	0.7400909	0.9527800	0.5368831	
0.0551082	0.6059070	0.2303087	0.4192922	0.7837841	0.2900159	1.0187670	0.9664314	0.1609577	0.4155706	0.8202218	0.3416597	0.4117029	0.2457340	0.1468123	0.2051793	0.6380556	0.2867991	0.2749138	0.7020808	0.3105420	0.4058165	0.4874731	0.3812933	0.4181113	0.5779059	0.7881156	0.3820037	0.0778952	1.0569370	0.1115227	1.3936939	0.1345219	0.7014360	0.3801186	0.2396601	0.2808537	0.3369653	0.8002441	0.2714173	
0.6963249	1.0122617	0.6693704	0.4701860	0.9114215	0.7302764	0.8781370	0.7252797	0.9699732	0.5503118	0.4878930	0.9553989	0.8057346	0.5510026	0.7971596	0.9613449	0.6769959	0.5479539	0.7467323	0.7971790	1.0255707	0.7992263	0.7377317	0.6922716	0.5995429	0.6694920	0.6008364	0.4410870	0.9453487	0.6967105	1.0421453	0.6967715	0.9604795	0.8035316	0.8113733	0.6352578	0.9444723	1.0499835	0.7357248	0.9568897	
0.6245993	0.4777704	0.5510322	0.5539885	0.4227429	0.9493633	0.5056212	0.7396921	0.6543688	0.9544069	0.6067280	0.4792677	0.5929129	0.4516703	0.7550084	0.6061157	0.6024239	0.5738872	0.6398680	0.6049665	0.4671935	0.5901638	0.6301264	0.6953350	1.0256776	0.6492715	0.6923829	0.6581543	0.6428823	0.9602496	0.7118452	0.6461217	1.0631456	0.9519531	0.5819002	0.7227630	1.0264181	0.5291820	0.6864402	0.8147060	
1.1757971	0.8933893	0.8432560	1.0421141	0.5496718	0.7381583	0.4121179	0.9017298	0.5545226	0.7103559	0.3385711	0.7655508	1.0326267	0.6352137	1.0656516	1.1461914	0.5158510	1.0789285	0.7915533	0.3082753	0.5731571	1.3928089	0.8020680	0.9993053	1.1619711	1.1642976	0.8264321	0.8601500	1.1387248	0.9300854	0.5722956	0.6199527	1.0777722	0.9469767	0.9067151	1.0324129	0.6750486	1.2188119	0.7057897	0.9214271	
1.2524323	0.9174136	1.4485959	1.3458153	0.8690392	0.8353985	0.6634091	0.9176326	1.1051830	0.9378942	0.9311115	1.0760598	1.6108080	0.7589598	1.5728395	0.7452416	0.6528177	0.8905361	1.3561240	0.9809174	0.5461453	1.8043751	1.1545675	1.2158726	1.3949920	1.4240975	1.9120260	1.0911630	1.4973711	0.8333531	0.8507492	0.9708669	1.9143484	1.3339586	0.9904286	1.7005864	0.6876806	1.5200775	0.7402907	1.0601179	
2.0797093	2.8410261	2.0922803	1.9294923	2.4206415	1.6636045	2.3014983	2.0573866	2.8295056	2.0043654	2.0625913	1.6516410	1.7675243	1.6098477	1.7978178	2.5108149	1.6791096	1.9840521	2.1945239	2.7750676	2.1337893	2.0909921	1.5734633	1.0315632	1.3536921	1.4683276	1.9654946	2.4437715	1.9038061	1.9569527	2.0356667	2.7207747	1.6600548	1.7398713	1.8310815	1.9657113	1.9115026	2.6705313	1.8603316	1.9167553	
0.8714655	1.2729415	1.1762987	0.8538166	0.9179656	0.7755024	0.9204060	0.9561195	1.1280017	1.0257535	0.9771472	1.4709474	0.8745921	0.8365801	0.9252882	0.9924451	0.9933218	0.7848126	1.1298291	1.0773975	1.0775645	0.6816113	0.8015358	1.1768177	0.8220470	0.8702755	1.0322085	1.3440837	1.3065584	1.0012842	0.8340317	0.7758182	1.2018233	1.1710643	1.6288007	1.1744870	0.9956199	1.0497832	0.7404623	1.0850880	
0.7698560	1.0247911	0.9662378	1.1904127	1.2414953	1.2639513	0.9561124	0.9186727	0.7359184	0.9697299	1.1352036	1.1162840	1.0328492	1.2409258	1.2297196	0.8218798	0.8742254	1.3143812	1.0364439	1.1593273	0.9769338	1.1389785	0.9192018	0.8703756	0.9742375	1.2422680	0.8790389	0.7425378	1.2766283	0.8482226	0.8155147	0.8261399	1.2005298	1.1718642	0.9321853	0.8605064	1.0605461	1.2028574	1.0130763	1.2281172	
0.8501202	1.0148394	1.0357688	1.0766021	0.8487942	1.0766949	0.9854590	1.0417399	1.1097903	0.9701938	0.8393363	0.9736190	1.1610337	0.8448090	0.8753332	1.1310572	1.0611078	0.7989022	1.4525788	1.0339302	1.1633352	1.2576912	1.3690302	0.9830428	1.2143046	1.0562331	1.1586657	1.0917586	1.0088295	0.7778406	0.9474121	0.8089284	0.8102590	1.0830469	1.1609676	1.0838067	0.7547697	0.8144127	0.8046270	1.0830274	
1.7349823	1.5003272	1.8580508	2.1467601	1.7522586	1.6230659	1.7050661	1.6759809	1.1477840	1.1376230	1.0849015	1.6125942	1.7828039	1.9836909	1.9158543	1.1774476	1.8960669	1.5393340	1.8688260	1.2152253	2.0387143	1.2103358	1.5462006	1.8516514	1.3283992	2.1373994	1.3852992	1.9041727	1.4615583	1.7123675	2.1140057	1.6918790	1.6020703	1.2005912	1.4650401	1.2996765	1.0762709	1.3542744	1.5259955	1.2274049	
0.5635634	0.5608759	0.4905923	0.7900869	1.0818490	0.7262219	1.4225633	1.1922885	0.6615582	0.7253604	0.5761314	1.1156173	0.9618119	0.4798867	1.2330838	0.8162612	0.7950111	0.7144160	1.1113144	0.9905930	1.0626792	0.6132969	0.5590871	0.8773989	1.0625449	1.0607564	1.0492346	0.6925885	1.0924694	0.6934334	0.5027477	0.6371032	0.7147910	0.5659076	0.7347532	0.6566119	0.6929448	1.1165187	0.9798948	0.6718754	
